,Itemset Number,Itemset,Support
2844,4,"('CPU', 'CPU Cooler', 'Cooling Fan', 'Optical Drive')",10
2845,4,"('CPU', 'Case', 'RAM', 'USB Hub')",10
2846,4,"('CPU', 'Cooling Fan', 'External HDD', 'RGB Lighting')",10
2847,4,"('CPU', 'Cooling Fan', 'GPU', 'Motherboard')",10
2848,4,"('CPU', 'Cooling Fan', 'GPU', 'Network Card')",10
2849,4,"('CPU', 'Cooling Fan', 'Graphics Tablet', 'Monitor')",12
2850,4,"('CPU', 'Cooling Fan', 'Graphics Tablet', 'Motherboard')",12
2851,4,"('CPU', 'Cooling Fan', 'Graphics Tablet', 'Mouse')",10
2852,4,"('CPU', 'Cooling Fan', 'Monitor', 'Motherboard')",10
2853,4,"('CPU', 'Cooling Fan', 'Monitor', 'Optical Drive')",10
2854,4,"('CPU', 'Cooling Fan', 'Motherboard', 'Mouse')",10
2855,4,"('CPU', 'Cooling Fan', 'Motherboard', 'Network Card')",11
2856,4,"('CPU', 'Cooling Fan', 'Motherboard', 'Optical Drive')",11
2857,4,"('CPU', 'Cooling Fan', 'Motherboard', 'Power Supply')",10
2858,4,"('CPU', 'Cooling Fan', 'Motherboard', 'Sound Card')",10
2859,4,"('CPU', 'External HDD', 'Mouse', 'USB Hub')",11
2860,4,"('CPU', 'GPU', 'Monitor', 'Motherboard')",11
2861,4,"('CPU', 'GPU', 'Network Card', 'Sound Card')",10
2862,4,"('CPU', 'Headset', 'Network Card', 'Sound Card')",11
2863,4,"('CPU', 'Headset', 'RGB Lighting', 'USB Hub')",10
2864,4,"('CPU', 'Keyboard', 'Power Supply', 'Sound Card')",11
2865,4,"('CPU', 'Monitor', 'Motherboard', 'Network Card')",10
2866,4,"('CPU', 'Monitor', 'Network Card', 'Sound Card')",10
2867,4,"('CPU', 'Power Supply', 'RGB Lighting', 'Sound Card')",10
2868,4,"('CPU Cooler', 'Cooling Fan', 'External HDD', 'RGB Lighting')",10
2869,4,"('CPU Cooler', 'GPU', 'Motherboard', 'RAM')",11
2870,4,"('Case', 'External HDD', 'Power Supply', 'UPS')",10
2871,4,"('Case', 'GPU', 'Mouse', 'Sound Card')",10
2872,4,"('Case', 'Monitor', 'Thermal Paste', 'UPS')",10
2873,4,"('Case', 'Motherboard', 'SSD', 'Webcam')",11
2874,4,"('Cooling Fan', 'External HDD', 'HDD', 'UPS')",10
2875,4,"('Cooling Fan', 'GPU', 'Monitor', 'Motherboard')",10
2876,4,"('Cooling Fan', 'GPU', 'Monitor', 'Sound Card')",10
2877,4,"('Cooling Fan', 'HDD', 'Headset', 'Optical Drive')",11
2878,4,"('Cooling Fan', 'Headset', 'Sound Card', 'Thermal Paste')",10
2879,4,"('Cooling Fan', 'Network Card', 'Optical Drive', 'Thermal Paste')",11
2880,4,"('Cooling Fan', 'Optical Drive', 'Sound Card', 'Thermal Paste')",12
2881,4,"('Cooling Fan', 'Surge Protector', 'USB Hub', 'Webcam')",11
2882,4,"('External HDD', 'GPU', 'Speakers', 'Webcam')",11
2883,4,"('External HDD', 'HDD', 'Network Card', 'Surge Protector')",11
2884,4,"('External HDD', 'HDD', 'Power Supply', 'UPS')",10
2885,4,"('External HDD', 'HDD', 'RGB Lighting', 'UPS')",10
2886,4,"('External HDD', 'HDD', 'Surge Protector', 'UPS')",11
2887,4,"('External HDD', 'Headset', 'Power Supply', 'UPS')",10
2888,4,"('External HDD', 'Motherboard', 'Network Card', 'SSD')",10
2889,4,"('External HDD', 'Motherboard', 'Power Supply', 'UPS')",10
2890,4,"('External HDD', 'Motherboard', 'SSD', 'Speakers')",10
2891,4,"('External HDD', 'Network Card', 'RAM', 'UPS')",10
2892,4,"('External HDD', 'Network Card', 'Surge Protector', 'UPS')",10
2893,4,"('External HDD', 'RAM', 'RGB Lighting', 'Speakers')",10
2894,4,"('External HDD', 'SSD', 'Thermal Paste', 'Webcam')",11
2895,4,"('GPU', 'Headset', 'RGB Lighting', 'Sound Card')",10
2896,4,"('GPU', 'Motherboard', 'Sound Card', 'Webcam')",10
2897,4,"('GPU', 'Mouse', 'Surge Protector', 'UPS')",11
2898,4,"('GPU', 'RAM', 'Sound Card', 'Speakers')",10
2899,4,"('GPU', 'Sound Card', 'Speakers', 'Surge Protector')",10
2900,4,"('GPU', 'Sound Card', 'Speakers', 'UPS')",10
2901,4,"('GPU', 'Sound Card', 'Speakers', 'Webcam')",13
2902,4,"('GPU', 'Sound Card', 'Surge Protector', 'Webcam')",14
2903,4,"('GPU', 'Speakers', 'Surge Protector', 'Webcam')",10
2904,4,"('HDD', 'Motherboard', 'RGB Lighting', 'UPS')",10
2905,4,"('HDD', 'Optical Drive', 'SSD', 'Webcam')",10
2906,4,"('HDD', 'RAM', 'RGB Lighting', 'Sound Card')",10
2907,4,"('HDD', 'RGB Lighting', 'Sound Card', 'Webcam')",10
2908,4,"('HDD', 'RGB Lighting', 'Surge Protector', 'UPS')",10
2909,4,"('Headset', 'Keyboard', 'Motherboard', 'UPS')",10
2910,4,"('Headset', 'Motherboard', 'Mouse', 'RAM')",10
2911,4,"('Headset', 'Motherboard', 'Surge Protector', 'UPS')",10
2912,4,"('Keyboard', 'Motherboard', 'Network Card', 'SSD')",10
2913,4,"('Keyboard', 'RAM', 'Surge Protector', 'UPS')",10
2914,4,"('Monitor', 'Mouse', 'Optical Drive', 'Sound Card')",10
2915,4,"('Monitor', 'RGB Lighting', 'Surge Protector', 'UPS')",11
2916,4,"('Motherboard', 'Mouse', 'Surge Protector', 'Webcam')",10
2917,4,"('Motherboard', 'Power Supply', 'Surge Protector', 'Thermal Paste')",10
2918,4,"('Motherboard', 'SSD', 'Thermal Paste', 'Webcam')",10
2919,4,"('Motherboard', 'Surge Protector', 'Thermal Paste', 'Webcam')",11
2920,4,"('Mouse', 'Optical Drive', 'Sound Card', 'Thermal Paste')",10
2921,4,"('Mouse', 'Power Supply', 'Surge Protector', 'UPS')",10
2922,4,"('Optical Drive', 'RGB Lighting', 'Speakers', 'USB Hub')",10
2923,4,"('Optical Drive', 'SSD', 'Thermal Paste', 'Webcam')",10
2924,4,"('RAM', 'RGB Lighting', 'Thermal Paste', 'UPS')",10
2925,4,"('RAM', 'Sound Card', 'Speakers', 'UPS')",11
